date,map,opponent,team,win,roundsWon,roundsLost
30/05/18,Inferno,Liquid,SK,W,16,13
30/05/18,Train,Liquid,SK,L,14,16
30/05/18,Cache,Liquid,SK,W,16,12
28/05/18,Train,VG.Flash,SK,W,16,2
28/05/18,Inferno,VG.Flash,SK,W,19,15
28/05/18,Cache,VG.Flash,SK,L,1,16
23/05/18,Mirage,Gambit,SK,W,16,14
23/05/18,Train,Gambit,SK,W,19,17
23/05/18,Cache,Gambit,SK,L,14,16
17/05/18,Inferno,OpTic,SK,W,16,13
17/05/18,Dust2,OpTic,SK,W,16,6
17/05/18,Train,OpTic,SK,L,14,16
16/05/18,Overpass,Astralis,SK,L,10,16
16/05/18,Inferno,Astralis,SK,L,11,16
14/08/18,Nuke,YeaH!,Virtue,W,16,4
14/08/18,Train,YeaH!,Virtue,W,16,12
7/8/2018,Train,dreamWorse,Virtue,W,16,9
7/8/2018,Dust2,dreamWorse,Virtue,W,16,7
31/07/18,Inferno,INTZ,Virtue,W,16,14
29/07/18,Inferno,YeaH!,Virtue,W,16,13
29/07/18,Train,YeaH!,Virtue,W,16,4
29/07/18,Mirage,YeaH!,Virtue,L,12,16
26/07/18,Mirage,STEIN,Virtue,W,16,2
24/07/18,Inferno,W7M,Virtue,W,16,13
3/7/2018,Mirage,DETONA,Virtue,W,16,11
25/06/18,Overpass,Isurus,Virtue,W,16,13
25/06/18,Mirage,Isurus,Virtue,W,16,6
12/6/2018,Train,Bulldozer,Virtue,W,16,5
8/6/2018,Cache,Isurus,Virtue,W,19,16
8/6/2018,Inferno,Isurus,Virtue,W,19,17
6/6/2018,Cache,C4,Virtue,W,16,10
6/6/2018,Inferno,C4,Virtue,W,22,18
6/6/2018,Nuke,C4,Virtue,W,16,4
30/05/18,Inferno,nEEts,Virtue,W,16,9
28/05/18,Nuke,FURIA,Virtue,T,15,15
24/05/18,Overpass,Isurus,Virtue,W,16,11
19/05/18,Inferno,LiNE5 Academy,Virtue,W,16,3
16/11/18,Nuke,BOOT-d[S],Beyond,W,16,13
16/11/18,Mirage,BOOT-d[S],Beyond,W,16,8
15/11/18,Nuke,TNC,Beyond,W,16,12
15/11/18,Mirage,TNC,Beyond,W,16,8
15/11/18,Dust2,TNC,Beyond,L,2,16
11/11/2018,Cache,Flow,Beyond,L,10,16
11/11/2018,Mirage,Flow,Beyond,L,14,16
10/11/2018,Nuke,TNC,Beyond,W,16,10
10/11/2018,Mirage,TNC,Beyond,W,16,8
10/11/2018,Dust2,TNC,Beyond,L,13,16
9/11/2018,Mirage,Nexus,Beyond,L,9,16
5/11/2018,Cache,Flash,Beyond,W,16,7
5/11/2018,Overpass,Flash,Beyond,W,16,11
3/11/2018,Cache,Signature,Beyond,W,16,7
3/11/2018,Nuke,Signature,Beyond,W,16,10
19/10/18,Cache,Flash,Beyond,L,10,16
19/10/18,Mirage,Flash,Beyond,L,8,16
18/10/18,Train,Flash,Beyond,L,3,16
8/10/2018,Cache,TNC,Beyond,W,16,12
8/10/2018,Overpass,TNC,Beyond,W,16,13
5/10/2018,Nuke,Signature,Beyond,L,14,16
5/10/2018,Mirage,Signature,Beyond,L,10,16
23/09/18,Mirage,Lucid Dream,Beyond,W,16,12
23/09/18,Cache,Lucid Dream,Beyond,W,16,13
9/9/2018,Mirage,RRQ,Beyond,W,16,1
9/9/2018,Dust2,RRQ,Beyond,W,16,3
9/9/2018,Cache,RRQ,Beyond,L,14,16
17/08/18,Cache,BOOT-d[S],Beyond,L,10,16
17/08/18,Mirage,BOOT-d[S],Beyond,L,11,16
13/08/18,Mirage,TYLOO,Beyond,L,10,16
11/8/2018,Cache,BOOM,Beyond,L,7,16
27/07/18,Cache,Grayhound,Beyond,L,5,16
27/07/18,Overpass,Grayhound,Beyond,L,4,16
30/06/18,Cache,XCN,Beyond,W,22,19
30/06/18,Nuke,XCN,Beyond,W,16,3
19/06/18,Overpass,SCARZ Absolute,Beyond,W,16,4
19/06/18,Mirage,SCARZ Absolute,Beyond,L,12,16
19/06/18,Dust2,SCARZ Absolute,Beyond,W,16,10
18/06/18,Mirage,Signature,Beyond,W,16,3
18/06/18,Train,Signature,Beyond,W,16,6
11/11/2018,Mirage,Nexus,HAVU,W,16,5
11/11/2018,Nuke,Nexus,HAVU,W,16,5
10/11/2018,Train,UltiCoin,HAVU,W,19,17
10/11/2018,Dust2,UltiCoin,HAVU,W,16,13
9/11/2018,Train,Revolution,HAVU,W,16,5
2/11/2018,Train,SuperJymy,HAVU,W,16,6
2/11/2018,Cache,SuperJymy,HAVU,W,16,14
2/11/2018,Nuke,SuperJymy,HAVU,L,12,16
20/10/18,Cache,Minttu,HAVU,W,16,11
20/10/18,Dust2,Minttu,HAVU,W,19,16
19/10/18,Dust2,Conquer,HAVU,W,16,14
19/10/18,Nuke,Conquer,HAVU,W,16,7
19/10/18,Overpass,Conquer,HAVU,L,13,16
15/10/18,Overpass,Bpro,HAVU,L,12,16
15/10/18,Train,Bpro,HAVU,L,2,16
8/10/2018,Overpass,attackiereN,HAVU,W,16,5
8/10/2018,Train,attackiereN,HAVU,L,14,16
8/10/2018,Mirage,attackiereN,HAVU,W,16,3
2/10/2018,Nuke,OpTic,HAVU,L,9,16
2/10/2018,Dust2,OpTic,HAVU,L,4,16
1/10/2018,Train,Epsilon,HAVU,W,16,5
1/10/2018,Mirage,Epsilon,HAVU,W,16,11
30/09/18,Overpass,Endpoint,HAVU,W,16,12
30/09/18,Train,Endpoint,HAVU,W,16,12
24/09/18,Overpass,kalajarnot,HAVU,W,16,9
24/09/18,Train,kalajarnot,HAVU,L,6,16
24/09/18,Mirage,kalajarnot,HAVU,W,16,10
23/09/18,Nuke,Windigo Academy,HAVU,W,16,2
23/09/18,Overpass,Windigo Academy,HAVU,W,16,8
11/9/2018,Dust2,Endpoint,HAVU,W,19,15
11/9/2018,Overpass,Endpoint,HAVU,L,11,16
11/9/2018,Train,Endpoint,HAVU,W,16,3
29/08/18,Mirage,3DMAX,HAVU,W,16,6
26/08/18,Dust2,Windigo,HAVU,L,11,16
26/08/18,Overpass,Windigo,HAVU,W,16,13
26/08/18,Train,Windigo,HAVU,L,12,16
25/08/18,Dust2,Sharks,HAVU,W,16,11
25/08/18,Cache,Sharks,HAVU,W,16,5
23/08/18,Dust2,3DMAX,HAVU,L,12,16
23/08/18,Train,3DMAX,HAVU,W,16,11
23/08/18,Cache,3DMAX,HAVU,L,3,16
22/08/18,Dust2,x-kom,HAVU,W,16,13
22/08/18,Mirage,x-kom,HAVU,W,16,11
21/08/18,Nuke,Tricked,HAVU,W,16,6
21/08/18,Cache,Tricked,HAVU,L,14,16
21/08/18,Dust2,Tricked,HAVU,W,16,9
15/08/18,Cache,EURONICS,HAVU,L,10,16
15/08/18,Nuke,EURONICS,HAVU,L,11,16
15/08/18,Dust2,EURONICS,HAVU,W,16,10
13/08/18,Dust2,pro100,HAVU,W,16,6
13/08/18,Mirage,pro100,HAVU,W,16,3
9/8/2018,Train,fnatic Academy,HAVU,W,16,9
9/8/2018,Cache,fnatic Academy,HAVU,W,16,13
9/8/2018,Nuke,fnatic Academy,HAVU,L,9,16
6/8/2018,Nuke,Sharks,HAVU,W,16,8
5/8/2018,Cache,AGO,HAVU,W,19,17
4/8/2018,Train,SuperJymy,HAVU,W,16,11
4/8/2018,Dust2,SuperJymy,HAVU,W,16,6
4/8/2018,Mirage,SuperJymy,HAVU,L,15,19
2/8/2018,Dust2,NYYRIKKI,HAVU,W,16,7
2/8/2018,Cache,NYYRIKKI,HAVU,W,16,4
24/07/18,Nuke,EURONICS,HAVU,L,18,22
8/7/2018,Mirage,SuperJymy,HAVU,W,16,13
8/7/2018,Dust2,SuperJymy,HAVU,W,16,14
7/7/2018,Nuke,Victrix,HAVU,W,16,2
7/7/2018,Overpass,Victrix,HAVU,W,16,5
17/06/18,Train,Singularity,HAVU,W,16,2
17/06/18,Mirage,Singularity,HAVU,W,16,9
6/6/2018,Mirage,Epsilon,HAVU,L,13,16
6/6/2018,Train,Epsilon,HAVU,L,15,19
5/6/2018,Train,Tempo Storm,HAVU,W,16,7
14/11/18,Inferno,Wild,Imperial,W,16,9
14/11/18,Nuke,Wild,Imperial,W,16,4
5/11/2018,Train,Isurus,Imperial,L,14,16
5/11/2018,Inferno,Isurus,Imperial,W,16,13
5/11/2018,Nuke,Isurus,Imperial,L,7,16
2/11/2018,Nuke,W7M,Imperial,W,16,12
2/11/2018,Inferno,W7M,Imperial,L,14,16
2/11/2018,Train,W7M,Imperial,W,16,10
1/11/2018,Train,YeaH!,Imperial,L,11,16
30/10/18,Nuke,W7M,Imperial,W,16,12
30/10/18,Inferno,W7M,Imperial,W,16,11
21/10/18,Dust2,Isurus,Imperial,W,16,11
20/10/18,Cache,Rude,Imperial,W,16,7
15/10/18,Mirage,Isurus,Imperial,L,10,16
15/10/18,Inferno,Isurus,Imperial,W,16,14
15/10/18,Overpass,Isurus,Imperial,L,12,16
5/10/2018,Train,Santos,Imperial,W,16,7
5/10/2018,Mirage,Santos,Imperial,W,16,8
30/09/18,Inferno,Wild,Imperial,L,9,16
30/09/18,Mirage,Wild,Imperial,L,12,16
30/09/18,Cache,Wild,Imperial,W,16,11
26/09/18,Inferno,Wild,Imperial,W,19,15
17/09/18,Inferno,Santos,Imperial,W,16,1
10/9/2018,Inferno,DETONA,Imperial,L,11,16
5/9/2018,Inferno,Evilvice,Imperial,W,16,10
15/11/18,Nuke,BTRG.IMBA,ViCi,W,16,5
15/11/18,Cache,BTRG.IMBA,ViCi,W,16,7
6/11/2018,Train,CyberZen,ViCi,W,16,14
6/11/2018,Overpass,CyberZen,ViCi,W,16,13
30/10/18,Inferno,5POWER,ViCi,L,13,16
30/10/18,Nuke,5POWER,ViCi,L,3,16
30/10/18,Mirage,5POWER,ViCi,W,16,14
19/10/18,Inferno,Storm Rider,ViCi,W,16,2
19/10/18,Overpass,Storm Rider,ViCi,W,16,5
3/10/2018,Inferno,CyberZen,ViCi,L,14,16
3/10/2018,Train,CyberZen,ViCi,L,8,16
1/10/2018,Inferno,Sparta,ViCi,W,16,10
26/09/18,Inferno,TYLOO,ViCi,W,16,2
26/09/18,Mirage,TYLOO,ViCi,W,16,10
26/09/18,Train,TYLOO,ViCi,L,14,16
15/11/18,Mirage,compLexity,MIBR,W,16,5
9/11/2018,Inferno,Rogue,MIBR,W,16,2
8/11/2018,Mirage,compLexity,MIBR,W,16,13
7/11/2018,Train,FaZe,MIBR,L,11,16
7/11/2018,Mirage,FaZe,MIBR,W,16,14
7/11/2018,Cache,FaZe,MIBR,L,14,16
3/11/2018,Cache,FaZe,MIBR,L,7,16
3/11/2018,Train,NiP,MIBR,L,4,16
2/11/2018,Inferno,Astralis,MIBR,L,14,16
22/10/18,Train,Renegades,MIBR,L,12,16
22/10/18,Mirage,Rogue,MIBR,W,19,17
21/10/18,Mirage,Cloud9,MIBR,L,12,16
21/10/18,Mirage,NRG,MIBR,W,16,14
21/10/18,Inferno,Liquid,MIBR,W,16,1
20/10/18,Train,Envy,MIBR,W,16,4
19/10/18,Mirage,NRG,MIBR,W,16,12
19/10/18,Cache,Renegades,MIBR,W,16,10
18/10/18,Train,eUnited,MIBR,W,16,13
17/10/18,Train,Luminosity,MIBR,W,16,10
16/10/18,Cache,eUnited,MIBR,L,14,16
7/10/2018,Train,AZIO,MIBR,W,16,10
6/10/2018,Cache,Liquid,MIBR,L,14,16
6/10/2018,Inferno,INTZ,MIBR,W,16,4
5/10/2018,Cache,Cloud9,MIBR,W,16,8
4/10/2018,Mirage,Luminosity,MIBR,W,16,8
3/10/2018,Mirage,Ghost,MIBR,L,14,16
2/10/2018,Mirage,Gorilla Gang,MIBR,W,16,9
2/10/2018,Cache,Gorilla Gang,MIBR,W,16,6
1/10/2018,Train,TeamOne,MIBR,W,16,12
1/10/2018,Inferno,TeamOne,MIBR,W,16,5
29/09/18,Dust2,Astralis,MIBR,L,7,16
29/09/18,Mirage,Space Soldiers,MIBR,W,16,8
28/09/18,Dust2,Cloud9,MIBR,W,16,9
20/09/18,Inferno,compLexity,MIBR,W,16,12
20/09/18,Train,compLexity,MIBR,W,16,4
15/09/18,Dust2,Astralis,MIBR,L,0,16
13/09/18,Dust2,mousesports,MIBR,W,16,6
1/9/2018,Train,Astralis,MIBR,L,14,16
1/9/2018,Overpass,Astralis,MIBR,L,6,16
29/08/18,Dust2,HellRaisers,MIBR,W,16,11
25/08/18,Dust2,MVP PK,MIBR,W,16,10
25/08/18,Inferno,MVP PK,MIBR,W,16,9
25/07/18,Overpass,Liquid,MIBR,L,10,16
25/07/18,Cache,Liquid,MIBR,L,10,16
21/07/18,Cache,Liquid,MIBR,L,9,16
21/07/18,Inferno,Liquid,MIBR,L,8,16
5/7/2018,Inferno,North,MIBR,W,16,12
5/7/2018,Overpass,North,MIBR,W,16,9
5/7/2018,Mirage,North,MIBR,L,14,16
3/7/2018,Cache,Renegades,MIBR,W,16,13
12/11/2018,Dust2,Forty Six and 2,Vision,L,11,16
9/11/2018,Mirage,Blight,Vision,W,16,3
7/11/2018,Overpass,Swole Patrol,Vision,L,10,16
31/10/18,Overpass,Mythic,Vision,L,10,16
31/10/18,Inferno,Mythic,Vision,W,16,8
31/10/18,Dust2,Mythic,Vision,L,17,19
30/10/18,Inferno,EGO,Vision,W,16,4
25/10/18,Mirage,cantwinalan,Vision,L,12,16
19/10/18,Mirage,Old Guys Club,Vision,L,13,16
12/10/2018,Nuke,Infamous,Vision,L,14,16
5/10/2018,Nuke,Test Takers,Vision,W,16,11
3/10/2018,Mirage,ex-Velocity,Vision,W,16,2
24/09/18,Nuke,AZIO,Vision,L,9,16
24/09/18,Mirage,AZIO,Vision,L,13,16
21/09/18,Nuke,Bravado,Vision,L,5,16
2/9/2018,Mirage,x1 Academy,Vision,W,16,2
2/9/2018,Train,x1 Academy,Vision,W,16,8
1/9/2018,Nuke,Excelerate,Vision,W,16,5
1/9/2018,Mirage,Excelerate,Vision,W,16,10
1/9/2018,Inferno,Excelerate,Vision,L,16,19
24/08/18,Train,TeamOne,Vision,W,16,14
24/08/18,Nuke,TeamOne,Vision,L,14,16
24/08/18,Cache,TeamOne,Vision,W,25,22
23/08/18,Overpass,Bravado,Vision,W,16,5
23/08/18,Dust2,Bravado,Vision,L,11,16
23/08/18,Nuke,Bravado,Vision,W,16,6
11/8/2018,Inferno,compLexity,Vision,L,5,16
11/8/2018,Mirage,compLexity,Vision,L,11,16
11/8/2018,Dust2,compLexity,Vision,W,16,7
5/8/2018,Cache,BlackOut,Vision,L,3,16
5/8/2018,Mirage,BlackOut,Vision,L,3,16
4/8/2018,Train,Grizzlys,Vision,W,16,4
3/8/2018,Train,Drama Dogs,Vision,W,16,8
28/07/18,Train,Mythic,Vision,W,16,10
26/07/18,Nuke,Gorilla Gang,Vision,W,16,12
26/07/18,Overpass,Gorilla Gang,Vision,L,5,16
26/07/18,Train,Gorilla Gang,Vision,W,16,10
23/07/18,Train,Swole Patrol,Vision,L,14,16
19/07/18,Train,XFORCE,Vision,W,16,1
15/07/18,Mirage,BlackOut,Vision,W,16,14
15/07/18,Overpass,BlackOut,Vision,L,14,16
15/07/18,Nuke,BlackOut,Vision,W,16,11
15/07/18,Cache,Stormborns,Vision,W,16,10
15/07/18,Inferno,Stormborns,Vision,W,16,5
11/7/2018,Train,RESOLUTE,Vision,W,16,10
28/06/18,Dust2,Mythic,Vision,L,14,16
25/06/18,Dust2,Really Old People,Vision,W,16,1
15/11/18,Mirage,Recca,BOOT-d[S],W,16,8
15/11/18,Train,Recca,BOOT-d[S],L,4,16
15/11/18,Cache,Recca,BOOT-d[S],W,16,8
6/11/2018,Train,Beyond,BOOT-d[S],W,16,11
6/11/2018,Nuke,Beyond,BOOT-d[S],W,16,7
6/11/2018,Mirage,Beyond,BOOT-d[S],L,13,16
5/11/2018,Dust2,Absolute5,BOOT-d[S],W,16,10
20/10/18,Mirage,FrostFire,BOOT-d[S],W,16,11
20/10/18,Train,FrostFire,BOOT-d[S],W,16,3
20/10/18,Nuke,FrostFire,BOOT-d[S],L,14,16
18/10/18,Train,XCN,BOOT-d[S],W,16,4
9/10/2018,Train,Signature,BOOT-d[S],L,14,16
9/10/2018,Mirage,Signature,BOOT-d[S],L,8,16
8/10/2018,Nuke,Lucid Dream,BOOT-d[S],W,16,6
8/10/2018,Mirage,Lucid Dream,BOOT-d[S],W,16,8
7/10/2018,Mirage,Lucid Dream,BOOT-d[S],W,16,14
23/09/18,Train,Random5,BOOT-d[S],W,16,6
23/09/18,Dust2,Random5,BOOT-d[S],W,16,2
22/09/18,Train,play4fun,BOOT-d[S],W,16,5
22/09/18,Inferno,play4fun,BOOT-d[S],W,16,4
21/08/18,Mirage,SCARZ Absolute,BOOT-d[S],L,10,16
21/08/18,Cache,SCARZ Absolute,BOOT-d[S],L,14,16
21/08/18,Inferno,SCARZ Absolute,BOOT-d[S],W,16,9
20/08/18,Nuke,CyberZen,BOOT-d[S],L,14,16
20/08/18,Inferno,CyberZen,BOOT-d[S],L,5,16
20/08/18,Train,CyberZen,BOOT-d[S],W,16,9
19/08/18,Nuke,TNC,BOOT-d[S],W,16,1
19/08/18,Inferno,TNC,BOOT-d[S],W,16,5
18/08/18,Mirage,MVP PK,BOOT-d[S],L,4,16
18/08/18,Nuke,MVP PK,BOOT-d[S],L,12,16
15/08/18,Nuke,EHOME,BOOT-d[S],W,16,9
3/8/2018,Nuke,Gambit,BOOT-d[S],L,10,16
3/8/2018,Train,Gambit,BOOT-d[S],L,19,22
1/8/2018,Train,Gambit,BOOT-d[S],W,16,12
27/07/18,Inferno,Signature,BOOT-d[S],W,16,5
27/07/18,Train,Signature,BOOT-d[S],W,16,10
16/07/18,Inferno,VG.Flash,BOOT-d[S],W,16,12
16/07/18,Dust2,VG.Flash,BOOT-d[S],W,16,9
16/07/18,Cache,VG.Flash,BOOT-d[S],L,13,16
15/07/18,Dust2,Devious ,BOOT-d[S],W,16,1
15/07/18,Nuke,Devious ,BOOT-d[S],W,16,7
3/7/2018,Dust2,FaZe,BOOT-d[S],L,9,16
20/06/18,Inferno,MVP PK,BOOT-d[S],W,19,17
20/06/18,Cache,MVP PK,BOOT-d[S],W,16,8
19/06/18,Mirage,Signature,BOOT-d[S],W,16,8
19/06/18,Cache,Signature,BOOT-d[S],W,16,8
27/05/18,Inferno,5POWER,BOOT-d[S],L,22,25
27/05/18,Cache,5POWER,BOOT-d[S],W,16,12
27/05/18,Mirage,5POWER,BOOT-d[S],L,13,16
25/05/18,Cache,TYLOO,BOOT-d[S],W,16,3
25/05/18,Mirage,TYLOO,BOOT-d[S],W,19,17
25/05/18,Dust2,TYLOO,BOOT-d[S],L,12,16
25/05/18,Inferno,TYLOO,BOOT-d[S],W,16,1
24/05/18,Dust2,Recca,BOOT-d[S],W,16,8
24/05/18,Cache,Recca,BOOT-d[S],W,16,3
12/10/2018,Inferno,Jordan's Money Crew,Ignite,L,16,19
6/10/2018,Train,Great Danes,Ignite,W,16,10
6/10/2018,Inferno,Great Danes,Ignite,W,16,12
6/10/2018,Mirage,Great Danes,Ignite,L,8,16
8/9/2018,Nuke,Sharks,Ignite,L,12,16
8/9/2018,Mirage,Sharks,Ignite,L,14,16
7/9/2018,Nuke,Sharks,Ignite,W,16,6
28/08/18,Inferno,unknown,Ignite,L,13,16
28/08/18,Mirage,Squared,Ignite,L,8,16
28/08/18,Inferno,Tricked,Ignite,L,4,16
18/08/18,Mirage,Aerox,Ignite,W,19,16
18/08/18,Train,Aerox,Ignite,W,16,9
18/08/18,Inferno,Aerox,Ignite,L,7,16
14/11/18,Cache,BIG,Natus Vincere,L,5,16
6/11/2018,Mirage,eUnited,Natus Vincere,L,6,16
3/11/2018,Inferno,NiP,Natus Vincere,W,16,10
3/11/2018,Overpass,Astralis,Natus Vincere,W,16,9
2/11/2018,Mirage,Cloud9,Natus Vincere,W,16,13
31/10/18,Inferno,HellRaisers,Natus Vincere,L,14,16
30/10/18,Train,AGO,Natus Vincere,L,7,16
28/10/18,Train,AVANGAR,Natus Vincere,W,16,12
28/10/18,Dust2,AVANGAR,Natus Vincere,W,16,11
23/10/18,Dust2,HellRaisers,Natus Vincere,W,16,3
23/10/18,Overpass,HellRaisers,Natus Vincere,L,11,16
23/10/18,Train,HellRaisers,Natus Vincere,W,16,10
21/10/18,Overpass,Windigo,Natus Vincere,W,16,8
21/10/18,Dust2,Heroic,Natus Vincere,W,16,9
20/10/18,Overpass,Astralis,Natus Vincere,L,4,16
20/10/18,Inferno,G2,Natus Vincere,L,11,16
19/10/18,Overpass,fnatic,Natus Vincere,W,22,20
18/10/18,Dust2,North,Natus Vincere,W,16,14
18/10/18,Inferno,FaZe,Natus Vincere,W,16,14
17/10/18,Inferno,mousesports,Natus Vincere,L,11,16
16/10/18,Mirage,NiP,Natus Vincere,W,16,13
16/10/18,Dust2,ex-Space Soldiers,Natus Vincere,W,16,9
26/09/18,Train,fnatic,Natus Vincere,W,16,8
26/09/18,Inferno,fnatic,Natus Vincere,W,16,7
23/09/18,Overpass,Astralis,Natus Vincere,L,9,16
23/09/18,Nuke,Astralis,Natus Vincere,L,6,16
20/09/18,Nuke,BIG,Natus Vincere,W,16,6
20/09/18,Dust2,BIG,Natus Vincere,W,16,2
14/09/18,Train,NiP,Natus Vincere,W,16,6
12/9/2018,Inferno,Astralis,Natus Vincere,L,14,16
31/08/18,Inferno,Ghost,Natus Vincere,W,16,6
31/08/18,Nuke,Ghost,Natus Vincere,W,16,12
31/08/18,Mirage,Ghost,Natus Vincere,L,11,16
29/08/18,Dust2,Ghost,Natus Vincere,L,17,19
23/07/18,Mirage,mousesports,Natus Vincere,W,16,11
23/07/18,Train,mousesports,Natus Vincere,W,16,7
23/07/18,Inferno,mousesports,Natus Vincere,L,14,16
8/7/2018,Inferno,BIG,Natus Vincere,W,16,8
8/7/2018,Train,BIG,Natus Vincere,W,16,10
8/7/2018,Dust2,BIG,Natus Vincere,L,11,16
8/7/2018,Overpass,BIG,Natus Vincere,W,16,10
6/7/2018,Train,fnatic,Natus Vincere,W,16,10
6/7/2018,Overpass,fnatic,Natus Vincere,W,16,12
4/7/2018,Overpass,Cloud9,Natus Vincere,W,16,12
4/7/2018,Inferno,Cloud9,Natus Vincere,W,16,14
3/7/2018,Inferno,G2,Natus Vincere,L,14,16
18/06/18,Mirage,Envy,Natus Vincere,W,16,11
18/06/18,Inferno,Envy,Natus Vincere,W,16,13
14/06/18,Inferno,Envy,Natus Vincere,W,16,12
14/06/18,Overpass,Envy,Natus Vincere,W,19,16
3/6/2018,Nuke,mousesports,Natus Vincere,W,16,8
3/6/2018,Mirage,mousesports,Natus Vincere,W,16,12
3/6/2018,Inferno,mousesports,Natus Vincere,L,7,16
1/6/2018,Inferno,AVANGAR,Natus Vincere,W,16,12
1/6/2018,Mirage,AVANGAR,Natus Vincere,W,16,13
30/05/18,Mirage,Virtus.pro,Natus Vincere,W,16,9
30/05/18,Nuke,Virtus.pro,Natus Vincere,W,16,11
28/05/18,Overpass,TYLOO,Natus Vincere,L,12,16
28/05/18,Mirage,TYLOO,Natus Vincere,L,16,19
17/05/18,Nuke,FaZe,Natus Vincere,W,16,12
17/05/18,Mirage,FaZe,Natus Vincere,W,16,12
14/11/18,Train,North,Windigo,W,16,5
13/11/18,Mirage,NiP,Windigo,L,11,16
13/11/18,Dust2,HellRaisers,Windigo,W,16,1
8/11/2018,Dust2,ALTERNATE aTTaX,Windigo,W,16,11
7/11/2018,Cache,Tricked,Windigo,W,16,9
7/11/2018,Nuke,Tricked,Windigo,L,6,16
7/11/2018,Dust2,Tricked,Windigo,W,16,11
6/11/2018,Nuke,GoldenGitte,Windigo,W,16,13
1/11/2018,Cache,mousesports,Windigo,W,16,14
1/11/2018,Dust2,ex-Space Soldiers,Windigo,L,14,16
31/10/18,Train,fnatic,Windigo,W,16,14
31/10/18,Overpass,x6tence Galaxy,Windigo,L,10,16
30/10/18,Overpass,Astralis,Windigo,L,13,16
30/10/18,Mirage,Valiance,Windigo,W,16,7
28/10/18,Train,SuperJymy,Windigo,W,16,8
21/10/18,Overpass,Natus Vincere,Windigo,L,8,16
20/10/18,Nuke,BIG,Windigo,L,17,19
16/10/18,Dust2,G2,Windigo,L,14,16
5/10/2018,Overpass,FaZe,Windigo,L,8,16
4/10/2018,Train,Heroic,Windigo,L,19,22
3/10/2018,Nuke,Movistar Riders,Windigo,W,16,14
3/10/2018,Cache,Movistar Riders,Windigo,W,16,7
2/10/2018,Mirage,AGO,Windigo,W,16,7
25/09/18,Train,Movistar Riders,Windigo,L,17,19
25/09/18,Nuke,Movistar Riders,Windigo,L,3,16
15/09/18,Mirage,toxic,Windigo,W,16,2
15/09/18,Nuke,toxic,Windigo,W,16,5
4/9/2018,Dust2,ENCE,Windigo,L,14,16
4/9/2018,Train,ENCE,Windigo,L,4,16
4/9/2018,Mirage,ENCE,Windigo,W,16,6
3/9/2018,Train,AGO,Windigo,W,16,13
3/9/2018,Dust2,AGO,Windigo,W,19,15
3/9/2018,Overpass,AGO,Windigo,L,3,16
28/08/18,Mirage,Sharks,Windigo,W,16,13
28/08/18,Dust2,Sharks,Windigo,W,16,7
28/08/18,Cache,Sharks,Windigo,L,14,16
27/08/18,Dust2,porcvac,Windigo,W,16,14
31/07/18,Train,Sprout,Windigo,L,13,16
31/07/18,Dust2,Sprout,Windigo,W,16,10
31/07/18,Nuke,Sprout,Windigo,L,6,16
20/07/18,Overpass,EPG,Windigo,W,16,5
20/07/18,Mirage,EPG,Windigo,W,16,6
1/7/2018,Inferno,3DMAX,Windigo,L,8,16
1/7/2018,Dust2,3DMAX,Windigo,W,19,17
1/7/2018,Mirage,3DMAX,Windigo,L,8,16
30/06/18,Mirage,Fragsters,Windigo,W,16,7
30/06/18,Inferno,Fragsters,Windigo,W,19,17
29/06/18,Train,Sprout,Windigo,L,11,16
29/06/18,Mirage,Sprout,Windigo,L,23,25
26/06/18,Mirage,Valiance,Windigo,L,4,16
25/06/18,Train,Bpro,Windigo,W,16,14
24/06/18,Dust2,Kinguin,Windigo,L,17,19
24/06/18,Overpass,Kinguin,Windigo,L,17,19
23/06/18,Overpass,Gambit,Windigo,W,16,6
23/06/18,Train,Gambit,Windigo,W,16,11
22/06/18,Inferno,Imperial,Windigo,L,5,16
16/06/18,Mirage,Codewise Unicorns,Windigo,W,16,3
16/06/18,Inferno,Codewise Unicorns,Windigo,W,16,10
13/06/18,Mirage,GameAgents,Windigo,T,15,15
13/06/18,Overpass,SinnerS,Windigo,W,16,9
7/6/2018,Cache,Valiance,Windigo,W,16,14
4/6/2018,Train,AVANGAR,Windigo,W,19,15
4/6/2018,Cache,AVANGAR,Windigo,L,12,16
4/6/2018,Overpass,AVANGAR,Windigo,W,16,14
31/05/18,Train,Kinguin,Windigo,W,16,6
30/05/18,Overpass,tomorrow,Windigo,L,9,16
30/05/18,Inferno,Tempo Storm,Windigo,L,9,16
17/05/18,Overpass,Invictus Aquilas,Windigo,W,16,3
17/05/18,Inferno,GameAgents,Windigo,W,16,12
16/11/18,Inferno,5POWER,CyberZen,W,16,11
16/11/18,Mirage,5POWER,CyberZen,W,19,17
15/11/18,Overpass,EHOME,CyberZen,W,16,9
15/11/18,Dust2,EHOME,CyberZen,W,16,14
6/11/2018,Train,ViCi,CyberZen,L,14,16
6/11/2018,Overpass,ViCi,CyberZen,L,13,16
23/10/18,Dust2,MVP PK,CyberZen,W,16,8
23/10/18,Inferno,MVP PK,CyberZen,L,14,16
23/10/18,Cache,MVP PK,CyberZen,W,16,14
19/10/18,Overpass,Flash,CyberZen,W,16,11
19/10/18,Inferno,Flash,CyberZen,W,16,9
19/10/18,Mirage,Flash,CyberZen,L,13,16
9/10/2018,Mirage,Imperial,CyberZen,L,6,16
