date,map,opponent,team,win,roundsWon,roundsLost
13/11/18,Train,AGO,ex-Space Soldiers,W,16,6
1/11/2018,Dust2,HellRaisers,ex-Space Soldiers,L,9,16
1/11/2018,Mirage,Windigo,ex-Space Soldiers,W,16,8
31/10/18,Mirage,North,ex-Space Soldiers,L,7,16
18/10/18,Dust2,BIG,ex-Space Soldiers,L,4,16
16/10/18,Dust2,FaZe,ex-Space Soldiers,L,13,16
16/10/18,Mirage,Natus Vincere,ex-Space Soldiers,L,5,16
1/11/2018,Inferno,Virtus.pro,Izako Boars,L,7,16
21/10/18,Overpass,EURONICS,Izako Boars,W,16,9
21/10/18,Mirage,EURONICS,Izako Boars,L,13,16
21/10/18,Dust2,EURONICS,Izako Boars,W,16,12
20/10/18,Overpass,GRIFFINS,Izako Boars,W,16,2
16/10/18,Mirage,Vexed,Izako Boars,L,12,16
16/10/18,Inferno,Vexed,Izako Boars,L,17,19
8/10/2018,Mirage,Endpoint,Izako Boars,W,16,14
8/10/2018,Overpass,Endpoint,Izako Boars,L,14,16
8/10/2018,Dust2,Endpoint,Izako Boars,W,16,5
7/10/2018,Train,PACT,Izako Boars,W,16,14
28/09/18,Dust2,Monolith,Izako Boars,L,11,16
28/09/18,Overpass,Monolith,Izako Boars,L,13,16
25/09/18,Mirage,Quantum Bellator Fire,Izako Boars,L,17,19
18/09/18,Mirage,PACT,Izako Boars,L,16,19
18/09/18,Inferno,PACT,Izako Boars,L,25,28
16/09/18,Train,FAM,Izako Boars,L,2,16
16/09/18,Mirage,FAM,Izako Boars,W,16,9
16/09/18,Cache,FAM,Izako Boars,L,2,16
11/9/2018,Dust2,x-kom,Izako Boars,W,16,11
11/9/2018,Train,x-kom,Izako Boars,W,19,16
4/9/2018,Inferno,Quantum Bellator Fire,Izako Boars,W,16,13
29/08/18,Mirage,Smoke Criminals,Izako Boars,W,16,2
29/08/18,Inferno,Smoke Criminals,Izako Boars,W,16,11
24/08/18,Mirage,3DMAX,Izako Boars,L,2,16
24/08/18,Cache,3DMAX,Izako Boars,L,13,16
18/08/18,Overpass,FriendlyFire,Izako Boars,L,6,16
18/08/18,Inferno,FriendlyFire,Izako Boars,L,11,16
11/8/2018,Dust2,Atlantic,Izako Boars,W,16,3
11/8/2018,Mirage,Atlantic,Izako Boars,W,16,4
7/8/2018,Overpass,EURONICS,Izako Boars,L,10,16
7/8/2018,Train,EURONICS,Izako Boars,W,19,17
7/8/2018,Inferno,EURONICS,Izako Boars,L,7,16
27/07/18,Train,PLINK,Izako Boars,W,16,5
21/07/18,Overpass,fightclub,Izako Boars,W,16,11
21/07/18,Mirage,fightclub,Izako Boars,W,16,13
21/07/18,Inferno,fightclub,Izako Boars,L,8,16
2/7/2018,Inferno,Codewise Unicorns,Izako Boars,L,7,16
2/7/2018,Overpass,Codewise Unicorns,Izako Boars,L,8,16
23/06/18,Train,AGO,Izako Boars,L,7,16
23/06/18,Inferno,AGO,Izako Boars,L,14,16
23/06/18,Mirage,AGO,Izako Boars,W,16,14
29/08/18,Inferno,Whatever It Takes,Vikings,L,4,16
29/08/18,Dust2,Whatever It Takes,Vikings,L,5,16
29/08/18,Cache,Whatever It Takes,Vikings,W,16,5
12/7/2018,Overpass,Forty Six and 2,Vikings,L,7,16
10/7/2018,Train,AZIO,Vikings,L,3,16
22/06/18,Inferno,The Entourage,Vikings,L,17,19
20/06/18,Inferno,The Pioneers,Vikings,W,16,8
15/06/18,Inferno,FYB,Vikings,L,20,22
7/6/2018,Cache,subtLe,Vikings,W,19,16
1/6/2018,Inferno,MDL Jammers,Vikings,W,16,12
14/11/18,Mirage,FaZe,Heroic,W,16,3
13/11/18,Dust2,ex-Space Soldiers,Heroic,L,12,16
13/11/18,Inferno,HellRaisers,Heroic,W,16,14
2/11/2018,Overpass,NRG,Heroic,L,6,16
2/11/2018,Nuke,NRG,Heroic,L,14,16
21/10/18,Nuke,mousesports,Heroic,L,3,16
21/10/18,Train,Natus Vincere,Heroic,L,6,16
20/10/18,Train,BIG,Heroic,L,10,16
19/10/18,Nuke,Astralis,Heroic,L,9,16
18/10/18,Train,LDLC,Heroic,L,9,16
18/10/18,Nuke,LDLC,Heroic,W,16,11
18/10/18,Dust2,LDLC,Heroic,L,12,16
5/10/2018,Dust2,AGO,Heroic,W,16,14
5/10/2018,Inferno,G2,Heroic,L,6,16
4/10/2018,Train,Windigo,Heroic,W,22,19
3/10/2018,Dust2,fnatic,Heroic,L,10,16
2/10/2018,Nuke,NiP,Heroic,W,16,11
2/10/2018,Dust2,North,Heroic,L,10,16
30/09/18,Nuke,Kinguin,Heroic,W,16,7
30/09/18,Mirage,Kinguin,Heroic,L,3,16
30/09/18,Train,Kinguin,Heroic,W,16,9
28/09/18,Inferno,PACT,Heroic,W,16,14
8/9/2018,Train,Imperial,Heroic,L,3,16
8/9/2018,Mirage,Imperial,Heroic,L,13,16
1/9/2018,Overpass,NiP,Heroic,L,11,16
1/9/2018,Nuke,NiP,Heroic,L,4,16
30/08/18,Train,fnatic,Heroic,W,16,11
30/08/18,Inferno,fnatic,Heroic,L,8,16
30/08/18,Mirage,fnatic,Heroic,W,16,11
24/08/18,Inferno,North,Heroic,L,5,16
24/08/18,Train,North,Heroic,L,9,16
23/08/18,Train,AVANGAR,Heroic,L,2,16
23/08/18,Dust2,AVANGAR,Heroic,L,10,16
12/7/2018,Mirage,North,Heroic,W,16,10
30/06/18,Cache,Epsilon,Heroic,L,14,16
30/06/18,Overpass,Epsilon,Heroic,W,16,12
30/06/18,Mirage,Epsilon,Heroic,L,6,16
29/06/18,Nuke,Nordavind,Heroic,L,10,16
29/06/18,Train,Nordavind,Heroic,L,10,16
28/06/18,Mirage,3DMAX,Heroic,W,16,8
28/06/18,Cache,3DMAX,Heroic,W,16,11
27/06/18,Train,AGO,Heroic,L,10,16
27/06/18,Dust2,AGO,Heroic,W,19,16
27/06/18,Mirage,AGO,Heroic,L,13,16
25/06/18,Nuke,BIG,Heroic,L,8,16
25/06/18,Inferno,BIG,Heroic,L,9,16
15/06/18,Cache,Virtus.pro,Heroic,L,10,16
15/06/18,Mirage,Virtus.pro,Heroic,L,14,16
3/6/2018,Mirage,Space Soldiers,Heroic,L,11,16
3/6/2018,Cache,Space Soldiers,Heroic,L,16,19
1/6/2018,Mirage,Luminosity,Heroic,W,16,11
25/05/18,Mirage,WASD,Heroic,W,16,2
25/05/18,Nuke,WASD,Heroic,W,19,17
25/05/18,Train,WASD,Heroic,L,6,16
17/05/18,Mirage,mousesports,Heroic,L,14,16
17/05/18,Cache,mousesports,Heroic,L,9,16
15/11/18,Train,Signature,Vindicta,W,16,14
15/11/18,Inferno,Signature,Vindicta,W,16,13
15/11/18,Mirage,BOOT-d[S],Vindicta,L,7,16
15/11/18,Nuke,BOOT-d[S],Vindicta,L,7,16
15/11/18,Inferno,BOOT-d[S],Vindicta,W,16,11
5/11/2018,Mirage,Flash,Vindicta,L,15,19
8/9/2018,Inferno,BOOT-d[S],Vindicta,W,16,10
8/9/2018,Nuke,BOOT-d[S],Vindicta,L,8,16
8/9/2018,Cache,BOOT-d[S],Vindicta,W,16,14
1/7/2018,Inferno,FrostFire,Vindicta,L,14,16
28/06/18,Mirage,Windigo,MK,L,11,16
28/06/18,Overpass,Windigo,MK,L,6,16
25/06/18,Train,Windigo,MK,L,13,16
14/06/18,Inferno,Nexus,MK,W,16,4
7/6/2018,Overpass,Invictus Aquilas,MK,W,16,8
31/05/18,Cache,GameAgents,MK,L,4,16
28/05/18,Inferno,Bpro,MK,L,6,16
17/05/18,Train,Quantum Bellator Fire,MK,L,4,16
17/05/18,Cache,Quantum Bellator Fire,MK,L,14,16
11/7/2018,Mirage,subtLe,Clutch Solutions,W,16,8
6/7/2018,Train,FYB,Clutch Solutions,L,12,16
28/06/18,Overpass,Gorilla Gang,Clutch Solutions,L,8,16
26/06/18,Mirage,Fam143,Clutch Solutions,W,16,14
13/06/18,Mirage,AZIO,Clutch Solutions,L,10,16
6/6/2018,Mirage,MDL Jammers,Clutch Solutions,W,16,9
31/05/18,Mirage,Squirtle Squad,Clutch Solutions,L,7,16
23/05/18,Train,Prospects,Clutch Solutions,L,12,16
5/10/2018,Cache,G2,Space Soldiers,W,16,7
4/10/2018,Train,mousesports,Space Soldiers,L,9,16
4/10/2018,Train,Astralis,Space Soldiers,W,19,15
4/10/2018,Dust2,3DMAX,Space Soldiers,W,16,11
4/10/2018,Nuke,3DMAX,Space Soldiers,W,16,9
2/10/2018,Mirage,NiP,Space Soldiers,W,16,6
1/10/2018,Mirage,Epsilon,Space Soldiers,L,11,16
1/10/2018,Inferno,Epsilon,Space Soldiers,L,3,16
1/10/2018,Dust2,Epsilon,Space Soldiers,W,16,10
29/09/18,Dust2,Virtus.pro,Space Soldiers,W,16,10
29/09/18,Mirage,MIBR,Space Soldiers,L,8,16
28/09/18,Mirage,NiP,Space Soldiers,W,16,13
23/09/18,Mirage,aeM,Space Soldiers,W,16,8
23/09/18,Cache,aeM,Space Soldiers,W,16,3
6/9/2018,Inferno,compLexity,Space Soldiers,L,11,16
24/08/18,Cache,Gambit,Space Soldiers,L,14,16
24/08/18,Train,Gambit,Space Soldiers,L,9,16
24/08/18,Inferno,Gambit,Space Soldiers,W,16,11
23/08/18,Mirage,ENCE,Space Soldiers,L,10,16
23/08/18,Nuke,ENCE,Space Soldiers,L,16,19
28/06/18,Train,Heroic,Space Soldiers,L,14,16
28/06/18,Nuke,Heroic,Space Soldiers,L,13,16
27/06/18,Train,Virtus.pro,Space Soldiers,W,16,8
27/06/18,Inferno,Virtus.pro,Space Soldiers,W,19,16
15/06/18,Dust2,SK,Space Soldiers,L,6,16
15/06/18,Cache,SK,Space Soldiers,L,14,16
13/06/18,Inferno,SK,Space Soldiers,W,16,11
13/06/18,Cache,SK,Space Soldiers,W,16,13
3/6/2018,Mirage,Heroic,Space Soldiers,W,16,11
3/6/2018,Cache,Heroic,Space Soldiers,W,19,16
2/6/2018,Dust2,Rogue,Space Soldiers,L,8,16
26/05/18,Inferno,Gambit,Space Soldiers,L,11,16
26/05/18,Dust2,Gambit,Space Soldiers,W,16,8
26/05/18,Mirage,Gambit,Space Soldiers,L,2,16
25/05/18,Dust2,Valiance,Space Soldiers,W,16,6
25/05/18,Mirage,Valiance,Space Soldiers,W,16,14
25/05/18,Inferno,Valiance,Space Soldiers,L,11,16
17/05/18,Nuke,OpTic,Space Soldiers,L,5,16
17/05/18,Inferno,OpTic,Space Soldiers,L,4,16
11/11/2018,Cache,Beyond,Flow,W,16,10
11/11/2018,Mirage,Beyond,Flow,W,16,14
10/11/2018,Train,SCARZ Absolute,Flow,W,16,4
10/11/2018,Mirage,SCARZ Absolute,Flow,L,11,16
10/11/2018,Cache,SCARZ Absolute,Flow,W,16,13
9/11/2018,Overpass,Giants,Flow,L,9,16
1/11/2018,Cache,3DMAX,Flow,L,13,16
31/10/18,Mirage,Chaos,Flow,L,17,19
24/10/18,Overpass,PACT,Flow,L,2,16
17/10/18,Inferno,ENCE,Flow,W,22,20
15/10/18,Overpass,aAa,Flow,W,16,10
12/10/2018,Overpass,Smoke Criminals,Flow,W,16,14
1/10/2018,Overpass,SuperJymy,Flow,L,12,16
27/09/18,Cache,expert,Flow,L,13,16
19/09/18,Inferno,x6tence Galaxy,Flow,L,15,19
7/11/2018,Cache,Chaos,Smoke Criminals,L,7,16
6/11/2018,Overpass,x6tence Galaxy,Smoke Criminals,L,11,16
31/10/18,Mirage,ENCE,Smoke Criminals,L,12,16
27/10/18,Inferno,Arctic,Smoke Criminals,L,13,16
18/10/18,Inferno,Valiance,Smoke Criminals,W,16,10
16/10/18,Train,aAa,Smoke Criminals,L,13,16
9/10/2018,Nuke,PACT,Smoke Criminals,W,22,18
27/09/18,Inferno,Sharks,Smoke Criminals,L,12,16
27/09/18,Cache,Sharks,Smoke Criminals,L,7,16
27/09/18,Nuke,Sharks,Smoke Criminals,W,16,12
17/09/18,Overpass,Ambush,Smoke Criminals,L,8,16
17/09/18,Inferno,Ambush,Smoke Criminals,L,14,16
29/08/18,Mirage,Izako Boars,Smoke Criminals,L,2,16
29/08/18,Inferno,Izako Boars,Smoke Criminals,L,11,16
20/08/18,Inferno,Royal Bandits,Smoke Criminals,W,16,10
20/08/18,Cache,Royal Bandits,Smoke Criminals,L,8,16
20/08/18,Nuke,Royal Bandits,Smoke Criminals,W,16,9
8/8/2018,Overpass,x-kom,Smoke Criminals,L,20,22
8/8/2018,Mirage,x-kom,Smoke Criminals,W,16,9
8/8/2018,Inferno,x-kom,Smoke Criminals,L,13,16
3/8/2018,Inferno,Evolution,Smoke Criminals,W,16,10
3/8/2018,Overpass,Evolution,Smoke Criminals,W,16,13
1/8/2018,Overpass,Evolution,Smoke Criminals,W,16,4
19/07/18,Inferno,SuperJymy,Smoke Criminals,L,3,16
9/7/2018,Overpass,Red Reserve,Smoke Criminals,L,8,16
28/06/18,Nuke,Spirit,Smoke Criminals,W,19,17
20/06/18,Mirage,PAPERPLANES,Smoke Criminals,W,16,11
14/06/18,Dust2,Fragsters,Smoke Criminals,L,4,16
13/11/18,Inferno,TRIDENT,AVANT,L,14,16
13/11/18,Cache,TRIDENT,AVANT,L,13,16
9/11/2018,Dust2,Grayhound,AVANT,L,6,16
3/11/2018,Cache,Deceptors,AVANT,W,16,13
19/09/18,Dust2,Dynasty,AVANT,L,14,16
6/9/2018,Inferno,madlikewizards,AVANT,L,4,16
4/9/2018,Inferno,TRIDENT,AVANT,W,16,13
28/08/18,Overpass,Rise and Grind,AVANT,L,13,16
25/08/18,Overpass,Dynasty,AVANT,W,16,14
25/08/18,Inferno,Dynasty,AVANT,W,19,16
23/08/18,Inferno,Tainted Minds,AVANT,L,3,16
19/08/18,Inferno,Ground Zero,AVANT,W,16,14
18/08/18,Overpass,madlikewizards,AVANT,W,16,8
16/08/18,Dust2,Surge,AVANT,W,16,12
9/8/2018,Mirage,ORDER,AVANT,L,10,16
8/8/2018,Mirage,Devious,AVANT,W,16,4
8/8/2018,Overpass,Devious,AVANT,W,16,1
2/8/2018,Dust2,Finesse,AVANT,W,16,10
22/07/18,Cache,Legacy,AVANT,L,2,16
22/07/18,Train,Legacy,AVANT,L,4,16
21/07/18,Train,Chiefs,AVANT,L,3,16
10/7/2018,Train,Chiefs,AVANT,L,11,16
3/7/2018,Mirage,Ground Zero,AVANT,W,16,9
1/7/2018,Train,Legacy,AVANT,W,16,8
30/06/18,Mirage,Roar,AVANT,W,16,12
18/06/18,Inferno,SYF,AVANT,L,10,16
18/06/18,Inferno,Taboo,AVANT,W,16,4
16/06/18,Overpass,Deceptors,AVANT,W,16,11
12/6/2018,Dust2,Grayhound,AVANT,L,6,16
11/6/2018,Overpass,Dark Sided,AVANT,W,16,8
5/6/2018,Train,Corvidae,AVANT,W,16,14
5/6/2018,Mirage,Corvidae,AVANT,L,3,16
5/6/2018,Overpass,Corvidae,AVANT,W,16,5
2/6/2018,Dust2,Ground Zero,AVANT,L,12,16
8/11/2018,Cache,Swole Patrol,ETHEREAL,L,3,16
6/11/2018,Inferno,Bravado,ETHEREAL,L,13,16
5/11/2018,Overpass,Forty Six and 2,ETHEREAL,L,4,16
2/11/2018,Inferno,Old Guys Club,ETHEREAL,L,7,16
30/10/18,Cache,Atlas,ETHEREAL,W,16,9
20/10/18,Inferno,FURIA,ETHEREAL,L,3,16
18/10/18,Inferno,TeamOne,ETHEREAL,L,14,16
11/10/2018,Mirage,Excelerate,ETHEREAL,L,3,16
27/09/18,Overpass,Vision,ETHEREAL,L,7,16
23/09/18,Mirage,Blight,ETHEREAL,W,16,11
23/09/18,Overpass,Blight,ETHEREAL,W,16,7
20/09/18,Overpass,ex-Velocity,ETHEREAL,L,14,16
2/9/2018,Inferno,Big Frames,ETHEREAL,L,6,16
2/9/2018,Mirage,Big Frames,ETHEREAL,L,6,16
31/08/18,Mirage,ex-Atmosphere,ETHEREAL,W,16,8
31/08/18,Inferno,ex-Atmosphere,ETHEREAL,W,16,13
10/8/2018,Inferno,Big Frames,ETHEREAL,L,4,16
10/8/2018,Mirage,Big Frames,ETHEREAL,L,12,16
1/8/2018,Inferno,Glockoma,ETHEREAL,W,16,12
1/8/2018,Mirage,Glockoma,ETHEREAL,W,16,7
1/8/2018,Cache,Glockoma,ETHEREAL,L,12,16
12/11/2018,Mirage,de_aztec,Vyalie Pitoni,W,19,16
21/10/18,Inferno,Valiance,Vyalie Pitoni,W,16,4
21/10/18,Nuke,Valiance,Vyalie Pitoni,W,16,13
21/10/18,Dust2,Valiance,Vyalie Pitoni,L,11,16
20/10/18,Cache,PRIDE,Vyalie Pitoni,W,19,16
1/10/2018,Overpass,skipping school,Vyalie Pitoni,L,9,16
28/09/18,Overpass,Winstrike,Vyalie Pitoni,W,16,5
28/09/18,Cache,Winstrike,Vyalie Pitoni,W,16,11
28/09/18,Inferno,Winstrike,Vyalie Pitoni,L,9,16
24/09/18,Inferno,Winstrike,Vyalie Pitoni,L,16,19
24/09/18,Mirage,Winstrike,Vyalie Pitoni,W,16,6
24/09/18,Train,Winstrike,Vyalie Pitoni,L,14,16
5/11/2018,Mirage,Tainted Minds,TRIDENT,L,1,16
5/11/2018,Inferno,Tainted Minds,TRIDENT,L,5,16
31/10/18,Mirage,Ground Zero,TRIDENT,L,15,19
28/10/18,Nuke,MC,TRIDENT,W,16,12
21/10/18,Inferno,madlikewizards,TRIDENT,L,10,16
21/10/18,Cache,madlikewizards,TRIDENT,L,5,16
20/10/18,Mirage,madlikewizards,TRIDENT,L,7,16
16/10/18,Overpass,seadoggs,TRIDENT,W,16,4
11/10/2018,Cache,Dynasty,TRIDENT,L,16,19
9/10/2018,Train,SYF,TRIDENT,W,16,10
2/10/2018,Inferno,Chiefs,TRIDENT,L,12,16
26/09/18,Cache,ORDER,TRIDENT,L,8,16
25/09/18,Inferno,Breakaway,TRIDENT,W,16,7
20/09/18,Inferno,madlikewizards,TRIDENT,L,14,16
17/09/18,Mirage,MC,TRIDENT,W,16,2
10/9/2018,Mirage,Taboo,TRIDENT,W,16,12
4/9/2018,Overpass,AVANT,TRIDENT,L,12,16
22/08/18,Mirage,tbd,TRIDENT,L,9,16
22/08/18,Inferno,tbd,TRIDENT,L,6,16
22/08/18,Dust2,tbd,TRIDENT,W,16,12
18/07/18,Inferno,Surge,TRIDENT,L,9,16
11/7/2018,Train,Ground Zero,TRIDENT,L,11,16
2/7/2018,Cache,Corvidae,TRIDENT,W,16,5
27/06/18,Mirage,Control,TRIDENT,W,22,19
24/06/18,Mirage,Chiefs,TRIDENT,L,5,16
11/6/2018,Inferno,Galactica,TRIDENT,L,9,16
4/6/2018,Train,Dark Sided,TRIDENT,W,16,7
23/05/18,Dust2,1UP,TRIDENT,W,16,6
10/11/2018,Inferno,Roar,Ground Zero,L,9,16
9/11/2018,Mirage,Desperados,Ground Zero,W,16,8
9/11/2018,Inferno,UltiCoin,Ground Zero,L,9,16
1/11/2018,Dust2,Breakaway,Ground Zero,L,11,16
30/10/18,Mirage,madlikewizards,Ground Zero,L,2,16
25/10/18,Cache,Chiefs,Ground Zero,L,12,16
23/10/18,Train,madlikewizards,Ground Zero,W,16,4
23/10/18,Cache,madlikewizards,Ground Zero,W,16,5
22/10/18,Cache,ORDER,Ground Zero,L,5,16
17/10/18,Cache,Grayhound,Ground Zero,L,8,16
14/10/18,Cache,MongrelMob,Ground Zero,W,16,9
14/10/18,Inferno,Chiefs,Ground Zero,L,6,16
11/10/2018,Cache,Grayhound,Ground Zero,L,5,16
10/10/2018,Nuke,Exsto,Ground Zero,W,16,3
3/10/2018,Mirage,seadoggs,Ground Zero,W,16,6
2/10/2018,Dust2,Paradox,Ground Zero,L,11,16
25/09/18,Nuke,Chiefs,Ground Zero,L,11,16
23/09/18,Inferno,Taboo,Ground Zero,W,16,12
19/09/18,Dust2,Taboo,Ground Zero,W,16,13
12/9/2018,Mirage,anime savants,Ground Zero,L,15,19
5/9/2018,Inferno,Legacy,Ground Zero,L,14,16
25/08/18,Mirage,Legacy,Ground Zero,L,11,16
25/08/18,Cache,Legacy,Ground Zero,W,16,14
25/08/18,Inferno,Legacy,Ground Zero,L,11,16
23/08/18,Train,Taboo,Ground Zero,L,11,16
23/08/18,Dust2,Taboo,Ground Zero,L,8,16
23/08/18,Nuke,Taboo,Ground Zero,W,16,13
22/08/18,Dust2,SYF,Ground Zero,W,16,12
21/08/18,Train,Chiefs Academy,Ground Zero,W,16,11
21/08/18,Mirage,Chiefs Academy,Ground Zero,W,16,11
19/08/18,Dust2,Taboo,Ground Zero,W,16,12
16/08/18,Train,Respawn Ninja Black,Ground Zero,L,14,16
16/08/18,Overpass,Respawn Ninja Black,Ground Zero,L,9,16
15/08/18,Inferno,Dynasty,Ground Zero,L,10,16
1/8/2018,Mirage,Chiefs,Ground Zero,L,17,19
28/07/18,Inferno,Rise and Grind,Ground Zero,L,13,16
28/07/18,Train,Rise and Grind,Ground Zero,L,12,16
28/07/18,Dust2,Dynasty,Ground Zero,W,16,8
11/7/2018,Train,TRIDENT,Ground Zero,W,16,11
9/7/2018,Inferno,Taboo,Ground Zero,W,16,10
5/7/2018,Cache,Grayhound,Ground Zero,L,7,16
3/7/2018,Mirage,AVANT,Ground Zero,L,9,16
1/7/2018,Cache,Grayhound,Ground Zero,L,10,16
30/06/18,Inferno,Deceptors,Ground Zero,L,12,16
27/06/18,Inferno,Corvidae,Ground Zero,L,18,22
23/06/18,Mirage,ORDER,Ground Zero,L,7,16
19/06/18,Mirage,Legacy,Ground Zero,L,6,16
19/06/18,Mirage,Dark Sided,Ground Zero,L,12,16
16/06/18,Train,Chiefs,Ground Zero,L,12,16
14/06/18,Inferno,seadoggs,Ground Zero,L,10,16
11/6/2018,Inferno,SYF,Ground Zero,L,10,16
11/6/2018,Cache,Chiefs,Ground Zero,L,8,16
9/6/2018,Mirage,Roar,Ground Zero,W,16,10
6/6/2018,Mirage,SYF,Ground Zero,L,2,16
6/6/2018,Overpass,SYF,Ground Zero,L,8,16
30/05/18,Mirage,Conspiracy,Ground Zero,W,16,11
24/05/18,Inferno,baldkrew,Ground Zero,W,16,13
17/05/18,Train,Lucky7,Ground Zero,L,8,16
17/05/18,Cache,Lucky7,Ground Zero,L,11,16
8/11/2018,Dust2,ALTERNATE aTTaX,Fragsters,L,9,16
6/11/2018,Dust2,Virtus.pro,Fragsters,L,18,22
1/11/2018,Inferno,Chaos,Fragsters,W,16,11
31/10/18,Mirage,expert,Fragsters,W,16,3
28/10/18,Inferno,LeftOut,Fragsters,W,16,7
28/10/18,Nuke,LeftOut,Fragsters,W,16,13
28/10/18,Cache,LeftOut,Fragsters,L,9,16
24/10/18,Dust2,Spirit,Fragsters,L,5,16
23/10/18,Inferno,Endpoint,Fragsters,W,16,3
12/10/2018,Cache,Vega Squadron,Fragsters,L,13,16
12/10/2018,Dust2,Vega Squadron,Fragsters,L,10,16
9/10/2018,Mirage,NRG,Fragsters,L,5,16
7/10/2018,Nuke,BIG,Fragsters,W,19,16
3/10/2018,Inferno,Epsilon,Fragsters,W,16,13
30/09/18,Train,Kinguin,Fragsters,L,13,16
30/09/18,Cache,Kinguin,Fragsters,L,11,16
28/09/18,Dust2,AGO,Fragsters,W,16,11
20/09/18,Mirage,Flow,Fragsters,L,8,16
20/09/18,Inferno,x6tence Galaxy,Fragsters,W,16,6
23/08/18,Mirage,North,Fragsters,L,10,16
23/08/18,Inferno,North,Fragsters,L,6,16
21/08/18,Dust2,AVANGAR,Fragsters,L,10,16
21/08/18,Inferno,AVANGAR,Fragsters,W,16,7
21/08/18,Mirage,AVANGAR,Fragsters,L,12,16
20/08/18,Inferno,Equals,Fragsters,W,19,16
3/8/2018,Mirage,Sprout,Fragsters,W,16,7
3/8/2018,Train,Sprout,Fragsters,W,16,8
31/07/18,Train,Winstrike,Fragsters,W,16,11
31/07/18,Nuke,Winstrike,Fragsters,W,16,5
27/07/18,Dust2,Nordavind,Fragsters,W,16,6
27/07/18,Train,Nordavind,Fragsters,W,16,14
27/07/18,Inferno,Nordavind,Fragsters,L,11,16
12/7/2018,Inferno,Luminosity,Fragsters,W,16,9
10/7/2018,Nuke,EURONICS,Fragsters,W,16,12
10/7/2018,Inferno,Red Reserve,Fragsters,L,7,16
8/7/2018,Dust2,Chaos,Fragsters,L,19,22
8/7/2018,Cache,Singularity,Fragsters,L,4,16
30/06/18,Inferno,NiP,Fragsters,L,14,16
30/06/18,Nuke,NiP,Fragsters,L,6,16
30/06/18,Train,NiP,Fragsters,W,16,14
28/06/18,Cache,Royal Bandits,Fragsters,W,16,12
21/06/18,Inferno,ALTERNATE aTTaX,Fragsters,L,6,16
16/06/18,Nuke,Kinguin,Fragsters,L,9,16
16/06/18,Dust2,Kinguin,Fragsters,L,8,16
14/06/18,Dust2,Smoke Criminals,Fragsters,W,16,4
10/6/2018,Inferno,Vexed,Fragsters,W,16,7
7/6/2018,Nuke,Valiance,Fragsters,L,7,16
2/6/2018,Cache,eUnited,Fragsters,W,16,4
2/6/2018,Mirage,eUnited,Fragsters,L,7,16
2/6/2018,Nuke,eUnited,Fragsters,W,16,12
1/6/2018,Cache,eUnited,Fragsters,L,9,16
15/11/18,Cache,Renegades,Envy,W,16,6
1/11/2018,Train,Luminosity,Envy,L,15,19
31/10/18,Mirage,eUnited,Envy,W,16,13
30/10/18,Mirage,Cloud9,Envy,W,16,7
21/10/18,Dust2,Rogue,Envy,L,6,16
20/10/18,Train,INTZ,Envy,L,3,16
20/10/18,Train,MIBR,Envy,L,4,16
19/10/18,Nuke,NRG,Envy,L,3,16
17/10/18,Cache,compLexity,Envy,W,16,14
17/10/18,Dust2,Ghost,Envy,L,12,16
5/10/2018,Inferno,Liquid,Envy,L,6,16
17/06/18,Train,Heroic,Envy,W,16,13
17/06/18,Mirage,Heroic,Envy,L,12,16
17/06/18,Inferno,Heroic,Envy,W,16,9
14/06/18,Inferno,Natus Vincere,Envy,L,12,16
14/06/18,Overpass,Natus Vincere,Envy,L,16,19
20/05/18,Overpass,ALTERNATE aTTaX,Envy,L,6,16
20/05/18,Inferno,ALTERNATE aTTaX,Envy,L,14,16
19/05/18,Inferno,HellRaisers,Envy,W,16,3
15/11/18,Overpass,NRG,Cloud9,L,4,16
13/11/18,Train,Ghost,Cloud9,W,16,14
3/11/2018,Mirage,NiP,Cloud9,L,9,16
2/11/2018,Inferno,MIBR,Cloud9,W,16,13
31/10/18,Cache,Envy,Cloud9,L,11,16
23/10/18,Mirage,Renegades,Cloud9,W,19,15
22/10/18,Mirage,Renegades,Cloud9,W,19,15
21/10/18,Train,MIBR,Cloud9,L,14,16
21/10/18,Inferno,INTZ,Cloud9,W,16,6
19/10/18,Cache,Liquid,Cloud9,W,16,13
19/10/18,Inferno,Luminosity,Cloud9,L,14,16
18/10/18,Inferno,NRG,Cloud9,L,12,16
18/10/18,Inferno,compLexity,Cloud9,L,8,16
17/10/18,Cache,compLexity,Cloud9,L,10,16
11/10/2018,Overpass,Spacestation,Cloud9,W,16,3
10/10/2018,Cache,Liquid,Cloud9,W,16,14
9/10/2018,Mirage,Rogue,Cloud9,L,14,16
7/10/2018,Inferno,eUnited,Cloud9,W,16,4
6/10/2018,Cache,Rogue,Cloud9,W,16,12
6/10/2018,Inferno,Luminosity,Cloud9,W,16,13
5/10/2018,Cache,MIBR,Cloud9,L,8,16
4/10/2018,Mirage,eUnited,Cloud9,W,16,9
29/09/18,Mirage,NiP,Cloud9,L,8,16
29/09/18,Inferno,Astralis,Cloud9,L,7,16
28/09/18,Dust2,MIBR,Cloud9,L,9,16
14/09/18,Inferno,Winstrike,Cloud9,W,19,16
12/9/2018,Mirage,Vega Squadron,Cloud9,L,4,16
24/08/18,Mirage,eUnited,Cloud9,W,16,13
